Name,Total Flights,Number of Seats,Seats per Departures,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
ICI,51,969,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ICN,53272,8740427,164,0.11,0.01,0.00,0.00,0.00,0.00,0.06,0.09,0.59,1.00,0.91,0.44,0.49,0.48,0.44,0.36,0.21,0.30,0.65,0.85,0.77,0.14,0.08,0.19
FPO,928,42125,45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.93,0.00,0.27,0.88,0.08,0.27,1.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00
CNX,3193,619822,194,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.53,0.00,0.00,1.00,0.11,0.38,0.00,0.52,0.10,0.00,0.40,0.13,0.45,0.19,0.13,0.00,0.11
CNY,595,17850,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.36,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CNF,36535,4881720,133,0.00,0.00,0.00,0.00,0.00,0.16,0.20,0.72,0.64,0.46,0.75,0.50,0.76,0.31,0.27,0.39,0.32,0.29,1.00,0.38,0.60,0.65,0.28,0.35
CND,45,5940,132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CNJ,223,16838,75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,1.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
ICT,482,39164,81,0.00,0.00,0.00,0.00,0.00,0.10,0.69,0.23,0.09,0.04,0.07,1.00,0.04,0.09,0.17,0.14,0.07,0.09,0.30,0.00,0.14,0.00,0.00,0.00
PFB,1165,81550,70,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.74,0.66,0.00,0.13,0.16,0.86,0.00,0.00,0.00,0.00,0.80,1.00,0.00,0.00,0.00,0.00,0.00
ZCL,78,3900,50,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00
ZCO,30,4680,156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.90,0.00,0.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00
PFO,182,32760,180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,1.00,0.00,0.00,0.90,0.55,0.00,0.25,0.00,0.00
KGL,1700,208562,122,0.00,0.43,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.02,0.00,0.68,0.02,0.00,0.75,0.00,0.48,0.00,0.00,0.30
DXB,34096,10675714,313,0.14,0.36,0.84,0.92,0.43,0.06,0.03,0.76,1.00,0.83,0.81,0.06,0.11,0.27,0.68,0.40,0.37,0.19,0.15,0.08,0.11,0.55,0.23,0.29
SIS,460,17020,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
SIP,913,132284,144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,1.00,0.00,0.51,0.54,0.26,0.00,0.23,0.28,0.00,0.00,0.00
SIT,130,11438,87,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00
YUS,183,21960,120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YUM,136,6800,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.35,0.00,0.30,1.00,0.00,0.00,0.00,0.25,0.00,0.00,0.23,0.00,0.00,0.00,0.00
YUL,16158,1348875,83,0.00,0.00,0.00,0.00,0.00,0.06,0.51,0.87,0.94,0.38,0.51,0.31,0.38,0.47,0.33,0.77,0.76,0.56,0.52,0.51,1.00,0.22,0.11,0.00
SID,49,7595,155,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SIN,40280,8661783,215,0.29,0.44,0.13,0.01,0.01,0.00,0.14,0.85,0.83,1.00,0.30,0.20,0.36,0.37,0.36,0.35,0.46,0.29,0.50,0.42,0.76,0.31,0.23,0.39
TAP,88,9037,102,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.22,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00
TAS,520,95779,184,0.17,0.55,0.26,0.06,0.85,0.25,0.00,0.00,0.00,0.56,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.47,0.00
TAE,2400,399789,166,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.73,0.23,0.00,1.00,0.21,0.00,0.73,0.00,0.23,0.80,0.27,0.00,0.00,0.00,0.00,0.00
TKU,377,26506,70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.00,0.00,0.09,0.00,0.00,0.80,0.00,0.33,0.67,0.00,0.00,0.22,0.07,0.23,0.00
TAB,32,9504,297,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
TAM,1047,73862,70,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.33,0.00,0.00,0.00,0.85,0.13,0.00,0.67,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00
TAO,13565,2044136,150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.37,0.52,1.00,0.67,0.59,0.90,0.54,0.71,0.51,0.45,0.54,0.50,0.37,0.37,0.17,0.00
HMI,534,65316,122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.43,0.57,0.35,0.87,0.01,1.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00
GIS,1582,58826,37,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,0.00,0.86,0.18,0.00,0.28,1.00,0.00,0.05,0.40,0.89,0.05,0.00,0.00,0.00,0.00,0.00
JIC,117,5850,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MJM,310,42160,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JIM,295,16815,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.87,0.00,0.96,0.00,1.00,0.87,1.00,0.00,0.00,0.00,0.00,0.00,0.00
JIJ,487,27759,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.99,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GIZ,1909,333514,174,0.00,0.80,0.06,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.92
GIG,27187,4449830,163,0.00,0.13,0.14,0.00,0.00,0.13,0.38,0.64,0.60,0.84,0.36,0.83,0.32,0.44,0.25,0.32,0.67,0.23,0.43,0.52,0.58,0.35,1.00,0.70
MJU,365,26280,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MJV,107,15916,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.29,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.27,0.09,0.00,0.00,0.00
DJB,1456,227136,156,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
DJE,19,3306,174,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GIB,166,24824,149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.13,0.00,1.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JIQ,133,17226,129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.61,1.00
DJJ,2141,301852,140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.15,0.18,0.32,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AHB,2572,383970,149,0.34,0.26,1.00,0.00,0.00,0.00,0.44,0.22,0.17,0.38,0.05,0.19,0.26,0.11,0.15,0.22,0.00,0.00,0.00,0.19,0.26,0.21,0.26,0.11
NPL,2239,123848,55,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.69,0.53,1.00,0.88,0.35,0.16,0.56,0.82,0.24,0.20,0.69,0.18,0.00,0.14,0.00,0.00,0.00
PLQ,153,13008,85,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NPE,2369,135064,57,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.48,0.28,0.31,0.73,0.63,0.40,0.32,1.00,0.74,0.93,0.95,0.36,0.00,0.13,0.00,0.00,0.00
AHO,247,38919,157,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00
GUC,90,9059,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.00,0.00,0.00,0.10,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DLC,14513,2252052,155,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.00,0.49,0.22,0.46,0.46,0.79,0.51,0.33,0.56,0.37,0.40,0.23,0.11,0.10,0.05,0.00
GUA,5173,568900,109,0.00,0.00,0.00,0.00,0.00,0.64,1.00,0.42,0.40,0.22,0.04,0.11,0.51,0.40,0.17,0.33,0.31,0.41,0.20,0.18,0.00,0.00,0.00,0.00
TSJ,715,73710,103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.14,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00
TSE,308,33736,109,0.02,0.00,0.00,0.00,0.00,1.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00
GCC,343,16330,47,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
GUM,3687,532367,144,0.00,0.00,0.51,0.09,0.07,0.02,0.56,0.43,0.28,0.06,0.00,0.00,0.28,0.12,0.00,0.00,1.00,0.65,0.00,0.20,0.05,0.04,0.00,0.01
TSA,6067,1080959,178,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.20,0.68,0.39,0.35,0.77,0.34,0.64,0.46,1.00,0.57,0.87,0.47,0.39,0.00,0.00,0.00
TSV,4263,359709,84,0.00,0.00,0.00,0.00,0.00,0.19,0.63,0.00,0.92,0.24,0.00,1.00,0.20,0.14,0.76,0.13,0.86,0.23,0.34,0.37,0.06,0.00,0.00,0.00
YTZ,3844,284456,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,1.00,0.83,0.98,0.77,0.35,0.25,0.97,0.85,0.98,0.84,0.97,0.84,0.84,0.83,0.00,0.00
TSR,1547,145515,94,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.17,0.00,0.86,0.00,0.00,0.00,0.00
HUE,157,8949,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KBL,411,75554,183,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,1.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HUN,330,34320,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YTY,1062,154450,145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.31,0.14,0.49,0.00,0.00
HUI,423,76938,181,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.45,1.00,0.00,0.09,0.00,0.00,0.00,0.74,0.71,0.00,0.00,0.26,0.16,0.13,0.00,0.00
KBR,566,93956,166,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.85,0.00,0.00,0.00,1.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00
KBP,5983,760096,127,0.00,0.00,0.00,0.00,0.03,0.00,0.14,0.22,0.00,0.32,1.00,0.08,0.07,0.07,0.10,0.27,0.00,0.05,0.06,0.58,0.12,0.02,0.00,0.02
HUX,92,8548,92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.34,0.81,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
GCK,114,5700,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HCR,664,5976,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BLZ,1322,160298,121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.44,0.00,0.00,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BLQ,2184,280068,128,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.37,0.09,0.00,0.81,0.73,1.00,0.29,0.25,0.13,0.18,0.56,0.48,0.48,0.06,0.10,0.05,0.00
BLR,14592,1965338,134,0.09,0.26,0.07,0.21,0.22,0.08,0.76,1.00,0.45,0.06,0.80,0.30,0.14,0.40,0.20,0.28,0.44,0.53,0.75,0.32,0.97,0.25,0.17,0.14
BLL,3607,177802,49,0.00,0.00,0.00,0.00,0.00,0.00,0.69,1.00,0.16,0.03,0.51,0.00,0.27,0.50,0.20,0.00,0.26,0.67,0.55,0.15,0.01,0.00,0.00,0.00
BLI,507,50217,99,0.00,0.00,0.00,0.00,0.00,1.00,0.93,0.48,0.00,0.30,0.14,0.17,0.00,0.00,0.00,0.25,0.00,0.12,0.00,0.14,0.00,0.00,0.00,0.00
BLJ,29,3828,132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
KPN,1210,10890,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,1.00,0.00,0.86,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
LZY,117,14976,128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LZH,892,125884,141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.82,0.00,1.00,0.00,0.39,0.00,0.00,0.36,0.38,0.96,0.00,0.69,0.00
YTM,54,3996,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,1.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00
LZO,1249,155780,124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.20,0.94,0.00,0.00,0.70,0.50,0.24,0.00,0.32,1.00,0.79,0.50,0.00
LZC,628,30144,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.20,1.00,0.00,0.00,0.00,0.00,0.00,0.00
EKO,362,18100,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MKG,37,1850,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00
REX,269,13228,49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00
RES,83,10568,127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00
REP,4805,731623,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.13,0.05,0.05,0.16,0.13,0.07,0.28,0.45,0.04,0.92,1.00,0.69,0.59,0.13,0.25
MKE,1420,107943,76,0.00,0.00,0.00,0.00,0.00,0.26,1.00,0.40,0.38,0.58,0.18,0.40,0.27,0.41,0.11,0.43,0.34,0.48,0.45,0.33,0.00,0.00,0.00,0.00
REN,162,22680,140,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00
REL,286,35374,123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00
REC,14579,2231554,153,0.00,0.12,0.54,0.22,0.45,0.00,0.92,0.52,0.25,0.35,0.35,0.23,0.42,1.00,0.37,0.63,0.62,0.82,0.47,0.62,0.37,0.35,0.30,0.22
REG,333,52326,157,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.68,0.20,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
ZAL,3,468,156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OUL,473,54287,114,0.00,0.00,0.00,0.00,0.00,0.08,0.68,1.00,0.27,0.00,0.00,0.18,0.00,0.09,0.41,0.33,0.18,0.25,0.46,0.00,0.14,0.20,0.00,0.00
OUA,303,48196,159,1.00,0.00,0.10,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.59,0.18,0.28
OUD,81,9530,117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00
FCA,174,11378,65,0.00,0.00,0.00,0.00,0.00,0.11,0.50,0.09,0.00,0.00,0.00,0.00,0.57,0.00,1.00,0.00,0.51,0.06,0.00,0.00,0.00,0.00,0.00,0.00
LFW,491,99639,202,0.00,0.00,0.00,0.03,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.54,1.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45
FCO,22628,3730814,164,0.01,0.00,0.00,0.10,0.03,0.03,0.18,0.17,0.63,0.66,0.98,0.22,0.36,0.41,1.00,0.59,0.28,0.57,0.33,0.46,0.56,0.95,0.25,0.03
YIE,33,4026,122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DIG,781,102162,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.00,0.00,0.08,0.00,0.00,0.23,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.40,0.00
VER,2949,182176,61,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.82,0.40,0.07,0.00,0.01,0.40,0.38,1.00,0.00,0.42,0.00,0.02,0.00,0.00
TKS,3400,737045,216,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.64,0.00,1.00,0.00,0.46,0.00,0.40,0.10,0.64,0.13,0.64,0.00,0.00,0.00,0.00
YIN,1061,119475,112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.44,0.90,0.00,0.67,0.43,1.00,0.66,0.00,0.86,0.00,0.00,0.44,0.00,0.67
YIH,1337,200324,149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.05,0.00,0.00,0.47,0.44,0.30,0.39,0.00,0.86,0.08,0.54,0.00
FMN,902,17138,19,0.00,0.00,0.00,0.00,0.00,0.00,0.81,1.00,0.19,0.00,0.00,0.00,0.18,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FMO,518,62676,120,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.39,0.60,0.00,0.00,1.00,0.00,0.52,0.00,0.08,0.43,0.08,0.47,0.00,0.00,0.00
YIW,1475,222266,150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.43,0.53,0.69,0.80,0.00,0.60,0.00,0.00,0.24,0.77,1.00,0.61,0.16,0.00,0.34,0.41
FMM,112,9632,86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.37,1.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEL,502,15060,30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
LTO,30,2460,82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LTN,2623,416196,158,0.00,0.00,0.00,0.00,0.00,0.00,0.31,1.00,0.59,0.15,0.43,0.27,0.42,0.34,0.38,0.40,0.15,0.63,0.43,0.15,0.11,0.00,0.01,0.06
FMA,561,53856,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
MKW,1095,109500,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TBP,20,3120,156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
CAY,106,19654,185,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.68,0.00,0.00,0.00
GND,133,27281,205,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.00,0.09,0.00,0.01,0.00,0.00
CAP,20,2560,128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CAW,751,52570,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00
IBE,1478,97071,65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.07,0.11,0.83,0.01,0.00,0.06,1.00,0.00,0.00,0.30,0.49,0.00,0.00,0.00,0.00
CAK,780,77828,99,0.00,0.00,0.00,0.00,0.00,0.02,0.26,0.04,0.04,0.05,0.01,0.03,0.03,0.00,1.00,0.02,0.01,0.12,0.01,0.02,0.00,0.00,0.00,0.00
IBZ,1275,123860,97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.70,1.00,0.08,0.18,0.25,0.26,0.71,0.19,0.57,0.25,0.15,0.12,0.96,0.11,0.05,0.00
CAH,365,23360,64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CAN,56185,8907348,158,0.19,0.06,0.07,0.00,0.00,0.00,0.20,0.85,1.00,0.64,0.64,0.70,0.63,0.75,0.75,0.77,0.70,0.51,0.61,0.55,0.63,0.62,0.33,0.23
CAC,1595,111650,70,0.00,0.00,0.00,0.00,0.00,0.53,0.48,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.56,0.00,0.60,0.00,0.53,0.00,0.00,0.00,0.00,0.00
CAG,1424,242760,170,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.49,1.00,0.00,0.46,0.00,0.88,0.00,0.00,0.81,0.35,0.55,0.00,0.68,0.26,0.00,0.00,0.00
CAE,932,49135,52,0.00,0.00,0.00,0.00,0.00,0.12,0.08,0.61,1.00,0.11,0.15,0.13,0.07,0.04,0.08,0.13,0.11,0.19,0.52,0.00,0.06,0.00,0.00,0.00
PGA,187,3553,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,1.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
