Name,Total Flights,Number of Seats,Seats per Departures,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
YUY,421,15577,37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.83,0.00,0.00,0.00
AGH,15,1665,111,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.68,0.00,0.00,0.00,0.00
AGA,705,104413,148,0.40,0.00,0.00,0.00,0.00,0.02,0.27,0.03,0.00,0.60,0.00,0.24,0.85,0.10,0.09,1.00,0.56,0.41,0.05,0.31,0.44,0.30,0.00,0.00
AGU,539,30114,55,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.04,0.27,0.21,0.00,0.00,0.10,0.00,1.00,0.00,0.00
AGT,2,312,156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
AGS,190,10646,56,0.00,0.00,0.00,0.00,0.00,0.36,0.00,1.00,0.00,0.33,0.00,0.36,0.36,0.05,0.31,0.27,0.00,0.47,0.04,0.31,0.00,0.00,0.00,0.00
AGR,157,26376,168,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AGP,4307,563940,130,0.00,0.04,0.00,0.00,0.00,0.00,0.28,0.30,0.07,0.79,0.52,0.63,0.59,0.87,0.49,0.31,0.26,1.00,0.09,0.70,0.25,0.20,0.02,0.06
KYA,205,26525,129,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.35,0.00,1.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.33,0.44,0.00,0.00,0.00
SPS,218,10900,50,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
SPU,505,54264,107,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,0.00,0.00,0.18,0.00,0.47,0.21,0.92,0.19,0.88,0.00,0.00,0.36,0.00,0.00,0.00,0.00
SPI,189,9348,49,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.63,0.00,0.00,0.00,0.00,0.08,0.00,0.16,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00
SPN,2183,231777,106,0.00,0.20,0.25,0.27,0.18,0.00,0.06,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.05,1.00,0.02,0.00,0.05,0.00,0.12,0.00,0.05,0.00
BWI,1641,162636,99,0.00,0.00,0.00,0.00,0.00,0.14,1.00,0.56,0.55,0.22,0.14,0.09,0.38,0.57,0.70,0.24,0.79,0.74,0.53,0.52,0.06,0.00,0.00,0.00
SPB,3069,52173,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.42,0.99,0.57,0.41,0.00,0.99,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPC,1342,105270,78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.17,0.18,0.13,0.09,0.37,0.11,0.15,0.12,0.07,0.13,0.28,0.32,0.00,0.00
BWN,3082,542988,176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.78,0.49,0.49,0.10,0.00,0.00,0.09,0.23,0.05,0.90,0.03,1.00,0.14,0.00,0.06
IXJ,835,135450,162,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IXL,462,58158,125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IXM,1082,96154,88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.19,0.00,1.00,0.00,0.59,0.00,0.00,0.00,0.19,0.00,0.00,0.00
IXB,638,102613,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.07,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IXC,365,62780,172,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IXA,287,35014,122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BYP,707,70700,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.00,0.00,0.00,0.00,0.57,1.00,0.00,0.00,0.00,0.00,0.00,0.00
IXE,1798,220840,122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.47,0.00,0.47,0.91,0.00,0.02,0.47,1.00,0.00,0.15,0.00,0.56,0.00,0.00,0.47
IXZ,849,129801,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.71,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BYO,85,5950,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NYT,72,7086,98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00
IXR,579,86716,149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.21,0.00,1.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00
IXS,431,44020,102,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.00,0.00,0.20,0.00,0.66,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IXU,950,132744,139,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,1.00,0.00,0.12,0.00,0.00,0.00,0.00
MAR,769,107685,140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JNU,355,37012,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.75,0.00,0.00,0.70,0.54,0.00,0.00,0.00,0.00,0.86,0.45,0.00,0.42,0.00
SNA,2053,284236,138,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.51,0.85,0.04,0.23,0.04,1.00,0.21,0.10,0.10,0.13,0.23,0.05,0.04,0.04,0.00,0.00,0.00
SNN,517,49992,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,0.42,0.00,0.19,0.00,0.46,0.02,0.22,0.00,1.00,0.03,0.18,0.00,0.00,0.00,0.00
JNZ,175,28525,163,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JNX,87,3219,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MAA,15644,2166144,138,0.07,0.22,0.11,0.25,0.36,0.27,0.80,0.10,0.28,0.28,0.63,0.51,0.48,0.07,0.30,0.24,0.31,1.00,0.35,0.67,0.38,0.40,0.06,0.13
JNB,38085,4332710,113,0.03,0.00,0.00,0.00,0.00,0.00,0.79,0.47,0.19,0.71,0.76,1.00,0.62,0.49,0.60,0.66,0.51,0.48,0.42,0.55,0.60,0.20,0.27,0.07
MAB,1793,256062,142,0.38,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.02,0.10,0.70,0.00,0.00,0.24,1.00,0.00,0.00,0.00,0.00,0.00,0.00
JNG,475,61760,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.36,0.27,0.49,0.36,0.00,0.23,0.27,0.49,0.00
MAD,32988,4614678,139,0.03,0.01,0.00,0.00,0.00,0.00,0.24,0.74,0.63,0.18,0.58,0.51,0.53,0.14,0.53,1.00,0.36,0.32,0.33,0.67,0.33,0.36,0.06,0.37
SNP,154,5236,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
MAF,364,19408,53,0.00,0.00,0.00,0.00,0.00,1.00,0.47,0.00,0.24,0.05,0.27,0.04,0.00,0.33,0.60,0.01,0.20,0.55,0.00,0.35,0.00,0.00,0.00,0.00
MAH,1104,115498,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.25,0.00,0.06,0.24,0.07,0.28,0.00,0.14,0.07,0.06,0.15,0.32,0.23,0.00,0.00
MAJ,277,42104,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
MAM,435,21020,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.03,0.00,0.16,0.00,0.00,0.00
MAO,7654,1078977,140,0.04,0.68,0.87,0.71,0.74,0.76,0.28,0.03,0.02,0.33,0.09,0.60,0.96,0.00,0.40,1.00,0.41,0.33,0.00,0.00,0.33,0.18,0.00,0.00
MAN,5329,799058,149,0.00,0.00,0.00,0.00,0.00,0.08,0.41,0.57,0.83,0.37,0.64,0.20,0.46,1.00,0.32,0.21,0.10,0.52,0.40,0.41,0.47,0.04,0.00,0.00
BEJ,847,81396,96,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEN,86,8944,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEL,11838,1717714,145,0.00,0.66,0.38,0.58,0.25,0.81,0.21,0.63,0.85,0.27,0.05,0.00,0.04,0.45,0.59,1.00,0.64,0.67,0.32,0.32,0.40,0.08,0.00,1.00
BEM,38,4952,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
YBP,676,86464,127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,1.00,0.54,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.63,0.48,0.00
YBR,5,370,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEG,5952,599278,100,0.00,0.00,0.00,0.00,0.00,0.04,0.66,0.51,0.06,0.16,0.10,0.00,0.25,1.00,0.03,0.06,0.04,0.49,0.85,0.01,0.03,0.00,0.00,0.33
BEY,5426,774724,142,0.00,0.22,0.57,0.39,0.24,0.11,0.09,0.88,1.00,0.03,0.14,0.43,0.29,0.44,0.29,0.22,0.33,0.57,0.57,0.53,0.15,0.00,0.00,0.10
BES,1114,129828,116,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.06,0.90,0.00,0.31,0.00,0.25,0.63,0.46,0.00,1.00,0.00,0.78,0.00,0.07,0.00,0.00,0.00
YBC,211,7807,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00
BEW,417,17369,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BET,12078,128121,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.44,0.09,0.21,1.00,0.26,0.02,0.51,0.50,0.59,0.00,0.30,0.00,0.12,0.00,0.00
YBG,301,11137,37,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
VLI,113,12442,110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.42,0.00,0.92,1.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00
LSE,368,18400,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.03,0.00,0.04,0.00,0.06,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00
LSC,29,4524,156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.19,0.00,0.19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
ZQN,1502,228080,151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.83,0.13,0.27,0.50,0.10,0.79,0.18,1.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00
VLN,365,34310,94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VLC,3809,344752,90,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.86,0.11,0.74,0.29,0.19,0.58,1.00,0.26,0.09,0.10,0.38,0.26,0.83,0.16,0.51,0.00,0.00
VLD,40,2000,50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TTT,801,83304,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,1.00,0.00,0.28,0.00,0.00,0.00
TTJ,347,45186,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.47,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.13,0.00,0.06,0.00,0.00,0.00,0.00,0.00
LST,2255,245828,109,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.35,0.49,0.49,0.42,0.00,0.49,0.63,0.21,0.00,0.00,0.94,1.00,0.00,0.00,0.07,0.00,0.00
TDX,343,24010,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
TTA,83,5478,66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00
TTE,1095,108040,98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRU,55673,8931143,160,0.28,0.34,0.00,0.08,0.02,0.32,0.53,0.42,1.00,0.84,0.84,0.83,0.68,0.49,0.78,0.93,0.84,0.70,0.94,0.71,0.53,0.76,0.62,0.60
GRR,932,64064,68,0.00,0.00,0.00,0.00,0.00,0.03,1.00,0.45,0.13,0.07,0.15,0.05,0.13,0.27,0.04,0.11,0.13,0.27,0.19,0.00,0.00,0.00,0.00,0.00
GRZ,936,86113,92,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.10,0.07,0.03,0.43,0.11,0.00,0.21,1.00,0.00,0.23,0.20,0.17,0.20,0.00,0.00,0.00,0.00
GRX,581,68390,117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.65,0.24,0.00,1.00,0.19,0.12,0.10,0.07,0.26,0.20,0.00,0.37,0.70,0.00,0.00
GRB,390,22188,56,0.00,0.00,0.00,0.00,0.00,0.58,0.66,1.00,0.00,0.08,0.03,0.28,0.00,0.00,0.34,0.00,0.23,0.07,0.53,0.00,0.00,0.00,0.00,0.00
GRJ,3064,318936,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.52,0.63,0.24,0.00,1.00,0.62,0.06,0.00,0.63,0.26,0.13,0.00,0.00,0.00,0.00
GRK,623,39496,63,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.09,0.00,0.09,0.00,0.15,0.00,0.03,0.11,0.00,0.04,0.03,0.05,0.00,0.00,0.00,0.00
GRI,114,5700,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HLZ,1066,56357,52,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.00,0.07,0.02,0.43,0.18,0.03,0.05,0.20,0.13,0.28,0.16,0.00,0.11,0.02,0.00,0.00,0.00
TJM,443,57928,130,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.34,0.28,0.00,0.00,0.00
TJL,480,33600,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00
NOC,53,7632,144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TJQ,720,112320,156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HLN,198,11486,58,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.62,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.45,0.23,0.00,0.00,0.00,0.00,0.00,0.00
KKN,22,3102,141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
KKI,937,8433,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.16,0.00,0.86,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
KKH,931,8379,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NOZ,171,25470,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HLH,152,19060,125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00
KKE,466,23300,50,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.24,0.09,0.00,0.07,0.17,0.03,0.00,0.03,1.00,0.00,0.00,0.00,0.00,0.00,0.00
NOU,78,13104,168,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HLD,1210,126972,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.66,1.00,0.47,0.00,0.49,0.41,0.61,0.00,0.54,0.00,0.00,0.00,0.00,0.77
KKA,1169,9910,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.53,0.09,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
HLA,4340,781200,180,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.58,0.42,0.58,0.17,0.42,0.17,0.58,1.00,0.00,0.17,0.58,0.42,0.08,0.59,0.17,0.00,0.00
CTU,24412,3962152,162,0.14,0.01,0.00,0.00,0.00,0.00,0.37,0.71,1.00,0.68,0.49,0.64,0.70,0.46,0.59,0.51,0.50,0.51,0.47,0.43,0.62,0.44,0.37,0.18
CTS,24163,3882027,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.62,0.34,1.00,0.75,0.43,0.48,0.75,0.80,0.76,0.68,0.71,0.50,0.16,0.37,0.00,0.00
CTG,7654,1057953,138,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.24,0.01,0.65,0.79,0.04,0.06,1.00,0.31,0.50,0.13,0.58,0.35,0.59,0.62,0.30,0.33,0.03
CTA,2714,414292,152,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.23,0.25,0.68,1.00,0.25,0.79,0.23,0.45,0.52,0.29,0.22,0.25,0.46,0.75,0.42,0.12,0.00
CTC,196,18816,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CTL,207,9636,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.34,1.00,0.62,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00
VBY,216,15552,72,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.58,0.00,0.00,0.00,0.16,0.00,0.00,1.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00
WHK,321,6099,19,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.11,0.00,1.00,0.00,0.45,0.00,0.44,0.16,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00
RLK,466,49045,105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00
ORY,15029,2300179,153,0.00,0.00,0.00,0.00,0.00,0.00,0.30,1.00,0.45,0.49,0.45,0.47,0.47,0.57,0.46,0.29,0.42,0.69,0.50,0.27,0.54,0.45,0.00,0.00
LMP,429,30888,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RLG,81,10422,128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.56,0.00,0.28,0.00,0.59,0.00,0.00
EDI,5143,725106,140,0.00,0.00,0.00,0.00,0.00,0.13,1.00,0.47,0.27,0.66,0.27,0.38,0.33,0.61,0.17,0.12,0.41,0.50,0.42,0.28,0.25,0.04,0.00,0.00
EDL,255,17980,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.29,0.96,0.00,0.00,0.00,0.00
ORN,169,21198,125,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.06,0.08,0.00,0.00,0.41,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00
LMM,64,4864,76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00
LMN,1091,78552,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ORF,1225,78703,64,0.00,0.00,0.00,0.00,0.00,0.21,0.45,0.48,0.10,0.12,0.04,0.45,0.14,0.15,0.10,0.04,0.08,1.00,0.14,0.16,0.00,0.00,0.00,0.00
ORD,25353,2486958,98,0.01,0.00,0.00,0.00,0.00,0.17,0.48,0.75,1.00,0.77,0.62,0.50,0.85,0.95,0.50,0.40,0.75,0.52,0.72,0.80,0.62,0.65,0.17,0.00
TAK,2919,533946,182,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.89,0.00,0.41,0.00,0.92,0.00,0.66,0.09,1.00,0.08,0.16,0.66,0.00,0.00,0.00
DPS,10862,1919375,176,0.60,0.65,0.08,0.07,0.06,0.00,0.61,0.08,0.07,0.15,0.31,1.00,0.18,0.72,0.40,0.55,0.66,0.25,0.48,0.66,0.63,0.61,0.32,0.22
UKK,37,4736,128,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DPO,1156,85544,74,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.32,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
JIB,890,79597,89,0.00,0.07,0.00,1.00,0.13,0.00,0.00,0.39,0.00,0.00,0.00,0.23,0.23,0.39,0.00,0.82,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.18
UKB,964,126776,131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.10,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,0.22,0.00,0.00,0.00,0.03,0.00,0.00
ONJ,172,21512,125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
PDV,35,5530,158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ONS,685,68500,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.58,0.18,1.00,0.00,0.00,0.00,0.00,0.00
ONT,760,69703,91,0.03,0.00,0.00,0.00,0.00,0.02,1.00,0.69,0.00,0.14,0.12,0.15,0.58,0.04,0.09,0.05,0.17,0.43,0.00,0.02,0.04,0.00,0.00,0.00
RZE,314,25808,82,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.61,1.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00
